1,30.0211,1
2,2.961107,0
3,0.07898348,1
4,20.91295,1
5,4.646191,1
6,1.079396,1
7,9.888978,1
8,2.431415,0
9,10.05648,0
10,9.125164,1
11,22.56092,1
12,19.15327,1
13,19.90395,1
14,36.6295,1
15,21.00816,1
16,0.3807063,1
17,10.52353,1
18,0.1753649,1
19,22.02077,0
20,6.232095,1
21,23.95534,1
22,8.740637,1
23,4.602499,1
24,11.28533,0
25,2.923661,1
26,12.14673,0
27,0.04793935,1
28,4.250269,1
29,8.93145,1
30,11.18272,1
31,5.214522,1
32,0.1091019,1
33,19.32343,1
34,0.09440372,1
35,9.770463,1
36,0.348159,1
37,51.89476,1
38,11.10631,1
39,0.2051416,1
40,41.10337,1
41,1.549676,1
42,25.07496,0
43,30.22587,0
44,0.4605595,1
45,14.76257,1
46,26.40338,1
47,11.7087,1
48,4.04389,1
49,1.186241,0
50,1.062474,1
51,23.4683,1
52,2.58575,1
53,19.99828,1
54,1.384025,1
55,17.50704,1
56,17.27049,1
57,33.1685,1
58,0.2780059,1
59,10.72732,1
60,44.16441,1
61,34.88645,1
62,1.561827,1
63,9.770139,1
64,24.23838,1
65,17.47447,1
66,11.9505,0
67,19.52148,1
68,17.1119,0
69,8.639187,1
70,32.30095,1
71,1.013252,1
72,2.321956,1
73,31.14402,1
74,2.092298,1
75,0.0781241,0
76,10.96652,1
77,16.86914,1
78,16.62402,0
79,3.890987,1
80,2.345839,1
81,3.161828,1
82,4.181755,1
83,11.8883,1
84,11.2871,1
85,5.798405,1
86,1.583204,1
87,1.901439,0
88,28.72765,1
89,1.951858,1
90,2.445541,1
91,3.124148,0
92,9.024649,1
93,3.295158,1
94,8.922602,1
95,11.93112,0
96,6.174937,1
97,2.022516,1
98,5.012146,0
99,11.17552,1
100,9.283756,0
101,10.86281,1
102,11.18599,1
103,27.5613,1
104,0.1847112,1
105,3.178619,1
106,11.20229,0
107,5.821665,0
108,3.333872,1
109,1.066918,1
110,7.724428,1
111,8.032864,1
112,5.585573,1
113,4.39477,1
114,11.55747,1
115,6.428531,0
116,0.6314038,1
117,5.575245,1
118,11.08572,1
119,15.71808,1
120,24.25817,1
121,1.53925,1
122,6.193474,1
123,1.602751,1
124,5.312502,1
125,11.83061,1
126,33.32564,1
127,8.708805,0
128,12.39031,1
129,17.4563,0
130,11.12213,1
131,7.12927,1
132,1.607013,1
133,29.6704,1
134,19.1909,1
135,10.35065,1
136,22.36745,1
137,13.09477,1
138,4.424262,1
139,2.31897,1
140,8.984317,1
141,9.735816,1
142,25.45312,1
143,1.513952,1
144,8.910839,1
145,74.70877,1
146,2.148397,0
147,0.481228,1
148,8.271234,1
149,43.82148,1
150,25.79094,1
151,41.84659,1
152,40.26414,1
153,5.942971,1
154,13.46517,1
155,6.214997,1
156,14.36367,0
157,7.187105,1
158,49.32087,1
159,0.1526052,1
160,7.709488,1
161,1.074158,1
162,9.11862,1
163,12.86036,1
164,14.03821,1
165,14.84176,0
166,5.707957,0
167,9.794852,1
168,10.70944,1
169,7.698151,1
170,3.723685,1
171,16.16599,1
172,2.022128,1
173,6.190835,1
174,4.648017,1
175,27.5237,1
176,13.26169,1
177,3.69337,0
178,9.903347,1
179,1.162931,1
180,6.451578,1
181,3.387422,1
182,15.8822,1
183,18.65948,1
184,23.51563,1
185,23.08763,1
186,15.92166,1
187,13.03239,1
188,8.029028,1
189,23.68193,0
190,1.274729,1
191,12.60337,1
192,13.94243,1
193,9.867673,1
194,6.104359,1
195,1.621145,1
196,14.8482,0
197,14.27773,1
198,45.00352,1
199,2.263704,1
200,0.2845477,1
